PRODBR2;CAPITAL K;VALORCOM MP;PERTOTAL L;EELEC E
11064336;1809426;4090620;144;368889
6760880;6530360;3082638;65;385201
6847457;6092065;1327820;163;265950
13908008;0;7245973;143;1102736
838761;718039;582939;23;25687
15359991;8000747;5013867;263;1562041
124741553;48003807;46492583;529;10633961
515581278;60829627;488302810;53;1541283
11640640;8681407;6926582;111;1321868
6724059;3301940;6197096;14;502493
838208;20672;0;24;74800
20103418;2738032;6276609;120;330491
8937210;3577146;3612578;76;322440
515581278;60829627;488302810;53;1541283
8799522;3846833;2518853;97;599915
579887;167015;276237;11;33299
19118385;20508073;6517186;160;867722
16047702;7001952;7958705;223;1198046
1384859;314721;998292;18;9144
485205;650389;211201;11;22360
5187925;3715794;1565431;58;828000
14643209;12895712;3654418;55;989751
8433761;5132777;1802514;25;764648
5956601;6677474;1937703;75;707349
4055102;8915169;0;137;1553899
11107547;4559218;522680;68;2698519
21411287;21028144;802371;98;3463526
1996844;1300539;766;29;434238
7694792;7634558;849199;82;904877
10527201;1238046;33930;72;2074447
7820369;11623598;0;132;2310948
4560439;5971314;0;89;977284
3317840;285264;0;64;465785
1403470;13028691;892925;29;95390
1745228;2057130;1072303;26;56567
66060359;34233423;15385705;462;5993384
521344;59591;328928;10;19521
18818071;30186127;3610604;264;3635790
88558626;62782123;52959637;317;9592664
1732118;0;1383056;43;119277
18578160;9820446;5084049;253;1984079
2289163;538485;937352;37;87588
1784433;80165;550624;16;105182
32332771;14157692;19390477;325;6866854
21297770;8791077;5348473;305;3904963
16494328;10202804;4355554;167;903895
12964974;2532799;2483807;11;28662
29521686;15724605;16456999;195;2747340
3023465;648862;408688;39;212593
3008074;2294971;1955503;44;58974
26000198;14224600;5281564;158;3203604
139932897;124534678;65969780;1006;15755564
2285783;356394;452798;32;379298
1602119;662057;826070;13;93087
2222197;1182268;832823;46;48920
13544980;10051816;2543764;150;1150402
59134838;39593620;24574709;421;5907800
1595215;372913;808437;22;112040
5099810;1373745;1865603;46;294558
1257596;394271;767060;11;10378
1205329;690581;688992;30;99415
1299910;145898;627065;27;121560
15187777;5448992;5936464;133;1468894
10259020;1772196;6279575;43;203997
6698332;62558136;4529785;59;100232
381498;91371;146552;9;89841
20358741;954774;12713707;109;1653600
27440388;2232721;14100942;150;412822
3283689;538735;648086;22;35943
765397;66651;392349;6;7658
2633332;79817;1407887;23;20480
6041608;4366575;2899791;83;308880
290305481;153639684;95580756;947;6369579
9903155;311085;1692556;55;111188
7021230;810184;1794960;105;287048
80810242;25995217;24398911;354;1512818
2139780;153744;561517;18;29500
33448381;65788566;7227834;348;3269090
40578636;18556299;18668445;93;426340
244024588;129664616;93765814;376;6570851
111050300;138321504;59458996;360;37751496
41838269;0;28372312;105;4685800
115308365;80560922;61173190;306;7879076
89163659;23350133;41375917;59;1412425
93391140;91325966;37455099;69;1579935
115308365;80560922;61173190;306;7879076
66791408;33216017;56794411;77;4594590
14232232;8317825;4338368;96;1130892
84453027;120722887;27726379;146;26136497
115308365;80560922;61173190;306;7879076
24583308;3575809;11087442;264;962400
18213842;7355596;10212178;121;771800
1002260;697903;664898;18;61708
15792324;8478483;7788059;152;58968
5064432;151149;1209447;43;169336
1193453;1248607;207288;20;44426
10685631;8508832;2771471;46;68027
2693870;880907;806760;32;72225
1241913;649564;528264;22;41542
4530077;10401511;2943414;38;64680
13471461;11464779;8326753;146;929566
3431424;7961539;1607612;27;111768
366335;181727;72185;7;7589
3254406;4049345;614051;21;117345
2384851;1174524;1002434;32;94716
1705989;2558509;532021;27;135655
774209;262668;356472;12;35621
2705315;299778;624208;20;37920
8038729;2875150;2966789;59;345234
1033074;272622;497432;11;23322
120338847;91684821;80531598;491;2763479
99649577;84273772;65617815;104;2084965
12106561;3329045;5424615;117;325080
4677084;3603998;1958260;47;174066
41349698;8136839;19690300;99;1302132
157544230;118123723;89039296;243;16636747
166577281;208996860;98968386;271;38302135
259487475;156754075;92129945;472;22533659
259487475;156754075;92129945;472;22533659
65685075;34640133;30338846;341;2828266
20013758;4859438;9487705;33;480030
11166322;4499983;3770091;103;353673
746563;44088;662270;9;8958
4082810;0;3701120;17;15215
807092;187632;461657;43;21651
809833;41167;665090;12;72286
287269;350704;125383;18;64988
17204630;2934805;9776929;100;419307
11429790;50181958;6473707;159;469552
1485821;260765;822770;26;49640
2642020;175832;649202;49;36000
702400;1328009;320815;25;94218
24653622;11367055;6905819;172;1703843
666237;904093;158512;8;12972
8639028;4116051;2451033;109;203583
20369550;2201944;3704004;110;51552
429902;85309;188001;12;6912
23338281;18531567;10065063;203;974302
94943041;56315173;29650465;819;573452
27772558;366464;8249287;58;36635
6467527;755397;2037874;12;91520
3374256;1568282;0;126;86060
469968239;126400800;95294054;1656;5220892
34148784;35740367;15759317;324;3031416
5016062;587725;1758756;24;13057
503777;115799;179024;6;7800
942084;213180;114430;12;29570
7978445;1082796;2016902;54;75600
20439364;3716858;10053798;400;280474
1843083;132135;495069;39;30600
1326322;419982;618395;9;28764
2817904;517275;882394;89;80000
2506641;1028328;117912;93;123120
7186200;2104441;2187152;42;47980
867902;73634;64596;42;18193
321104;100455;135356;8;4992
863765;337268;302841;3;16808
20518999;489891;7583972;60;58842
29027613;5229212;9001181;437;305856
320277;58583;6512;3;15101
94943041;56315173;29650465;819;573452
17802258;629410;4016651;314;196237
1763333;1036738;1000615;39;51240
42947132;22186618;18307815;669;523007
20217370;6548907;3234779;248;648844
3500331;4495128;772297;22;161793
47193430;11734951;4942932;200;10440
703493;89767;262260;18;21597
1514183;854220;94004;73;60247
638798;92535;57165;23;77426
21251207;6363772;3220990;170;274080
123943339;59360902;33203169;484;11238441
6109818;0;1352103;313;2192750
70077055;35953903;15203250;471;618586
103582212;2379646;38099986;174;159869
4009402;180727;1196281;42;35532
3169352;41944;769244;48;35592
2667113;1130790;96133;100;137580
448319;720122;216327;52;124626
72342808;15510629;19126129;275;484381
26743425;1989776;13675563;69;1639157
5110131;558361;3606083;26;36421
27242260;20693971;17083979;114;7280814
50592025;6230016;24499855;370;1842256
17357822;7319653;4888364;187;629
3431415;2714652;746364;55;395678
34148784;35740367;15759317;324;3031416
852850;326685;20878;35;27134
21531492;1881566;3939038;277;493068
16443028;14630841;7214626;161;1398642
4901355;5825434;659921;168;137487
15519201;317894;6775853;37;2905752
27013020;2765673;16837883;110;405387
1186680;2165395;347252;22;63250
8666114;8541884;2411585;119;590080
2760889;259000;849163;23;434080
13178836;11485949;5833555;105;2192964
246270;626527;41370;17;22861
32304928;5943777;13327904;1228;1459697
5327245;241312;1975508;70;37236
12376973;445814;8371916;62;49951
8597851;8042303;1009509;80;1745291
7869941;10516292;1783272;133;525314
7539774;5129902;2558034;59;130704
12029154;7786654;3221646;126;2295170
13898575;9017312;3657534;187;3089517
4911889;3863295;1973634;80;341663
882552;161965;3055;40;44328
917003;2056017;163768;14;55499
1085010;502744;322262;26;65088
34556729;2238686;6925835;227;180520
521336891;582416889;101992695;577;12028497
7907273;1592258;2661805;26;414090
44493954;800267;14969110;18;187768
167763582;60668105;202876684;298;714450
766851;177626;289541;7;11952
24815656;2310238;20115111;50;527978
17018070;3862233;6324627;87;264600
786671;59733;399120;12;23214
632222;283758;334673;5;23774
10544151;5142093;3632926;127;855360
308177779;125345340;147417460;487;6189990
11441801;3830058;4453293;184;226080
432328;193988;201127;12;21262
3613007;663936;2433450;27;86500
3613662;1193119;897265;43;94039
11555939;814557;3565263;97;754274
1205900;4620809;767160;26;8617
7255000;3432949;4194870;25;202680
174255;52780;51007;10;21676
1894032;4157112;552830;58;71380
1578395;521481;561073;68;322562
220748940;120861274;91845325;421;6854260
7648061;1329415;3159899;93;118056
13785816;2299942;5788038;112;383160
46181332;17045782;14086300;434;1591837
13890588;2243037;5489203;114;508053
16786269;1955956;6555991;156;964158
13407111;3525415;5753524;144;333051
3758753;256853;1576941;36;380104
17442640;18088638;12088028;26;138019
106472841;184583408;36921321;177;6064943
3143571;644804;1197843;34;46641
8636544;1806320;4181383;45;187208
48581242;13477331;31710187;135;1152439
54591472;12308917;14085204;195;2400000
553544;0;97566;8;158119
164269575;44261371;135005093;413;7620935
4113559;1482016;2137893;42;347528
188318283;86675607;109207980;574;5548441
26129498;37271038;15940791;51;780361
11520909;2200431;4507071;51;113700
31411251;14433888;30786611;157;1333852
206800737;40632498;152114637;236;7597745
166577281;208996860;98968386;271;38302135
259487475;156754075;92129945;472;22533659
11990769;1897302;4058790;172;160088
77473;156111;59222;5;4101
57583101;34969262;26628165;175;8737531
35569505;19768855;21330976;112;1941881
9027911;5455594;5551996;117;240323
153070756;53789441;129487589;138;8387357
117901837;34188786;85312712;148;4543761
119486203;18055983;82399394;118;4612291
206800737;40632498;152114637;236;7597745
33309478;19908134;34955528;71;1614778
20316692;3547218;17591931;33;1069764
1330925;5289058;530383;7;246971
221870;782544;33427;10;7120
3788959;2333491;1996133;76;61776
3788959;2333491;1996133;76;61776
877420;890325;268543;6;91044
19059394;6039349;8336396;214;496325
19059394;6039349;8336396;214;496325
19059394;6039349;8336396;214;496325
1001554;499131;459498;49;50105
35569505;19768855;21330976;112;1941881
774056;20954;553245;6;18840
9027911;5455594;5551996;117;240323
1582088;1048542;1285309;13;25734
7025480;10073977;5634489;6;419397
189141;1063371;88324;13;75023
1001466;574817;398880;15;307065
46692158;25942108;27376914;90;2354958
3891326;257616;2334696;5;177276
35569505;19768855;21330976;112;1941881
539855;3498157;370724;8;23820
1281550;1037565;1071529;23;51271
19218834;13299680;8822837;235;1070040
18292202;5038450;5924470;44;744832
108353;1134526;30571;8;7884
70819493;30559932;37600901;332;1082723
26282890;14055316;16152378;315;572456
80621060;47416920;51281839;361;1508090
80621060;47416920;51281839;361;1508090
1591751;500751;718927;25;2383
5059113;3376501;1664591;71;333042
4629358;3500224;3940176;49;551661
8342750;4955483;4010035;125;1591408
3556323;1178171;1697449;48;414688
947161;1055486;262788;18;25492
2977848;407770;2313106;11;20286
18292202;5038450;5924470;44;744832
148334073;110878387;56017039;380;12170324
796961;1151101;453813;34;44103
5037626;2259104;2682849;53;243593
19218834;13299680;8822837;235;1070040
774246;629126;232454;9;46200
13008350;10346857;0;661;612556
6526110;2153892;2609567;123;166387
24708547;3950061;9734454;329;477386
13737077;19399640;8055806;92;1769319
3186666;4946851;1212142;43;92858
142277267;195038113;66439373;251;30197292
112662;408554;62929;11;7154
1249206;105185;1016605;13;9975
70819493;30559932;37600901;332;1082723
8342750;4955483;4010035;125;1591408
80621060;47416920;51281839;361;1508090
5059113;3376501;1664591;71;333042
322628;505079;148948;7;2023
31083244;15724728;12522152;77;1403913
3440739;2312011;518578;56;987922
50089038;21596900;27786971;306;3808766
14660721;3835977;5683211;96;190337
182407;0;150835;4;5908
696220;414468;395792;12;9101
2329430;1137669;931803;27;91110
148334073;110878387;56017039;380;12170324
25048176;70389357;8380425;141;1100110
19218834;13299680;8822837;235;1070040
1347425;950861;269564;27;34542
2775080;556821;1184663;90;62280
80637099;28106486;25417655;1383;1600609
80637099;28106486;25417655;1383;1600609
80637099;28106486;25417655;1383;1600609
5889000;3005299;2089021;93;84750
50089038;21596900;27786971;306;3808766
142277267;195038113;66439373;251;30197292
24553053;22450247;7944890;247;1847565
142277267;195038113;66439373;251;30197292
1365246;620022;300717;36;63065
286779;3669034;0;3;80680
86984236;5256431;69666101;25;841176
131473442;8682290;126568704;44;683779
149129839;19704154;903604;602;8335037
32284219;9087481;5733666;214;2124261
157748534;32873098;2453573;785;10610068
82531471;18470356;14285699;362;4281255
8537582;1164178;6090417;44;439392
3025070;1355417;1497490;19;261715
143460;106035;31460;4;3980
8122537;6258142;4566537;88;116253
601446;-197613;347080;18;116000
17443885;5239324;10312675;220;712103
147482771;8283671;124744179;34;918580
120351933;6156413;102952160;28;772532
108252482;73115479;67712076;256;10395043
951166;492267;666909;20;35536
6123522;1232422;1604251;166;80405
4744859;3102023;2045682;68;256085
1586289;1122623;647350;45;95188
409582;147527;144356;14;26247
20412048;16459692;5142895;94;2908396
9927540;4493910;67880;127;2237532
2323869;9557440;0;35;791978
631579;602191;186898;14;34962
17759214;6374363;7490262;162;572980
22467721;9722594;10044356;174;3448986
22467721;9722594;10044356;174;3448986
22467721;9722594;10044356;174;3448986
171262481;35733981;139624407;416;3689147
1740932;2429598;651982;28;11883
171262481;35733981;139624407;416;3689147
17759214;6374363;7490262;162;572980
345822;54194;222553;5;9785
951166;492267;666909;20;35536
39612406;13338483;17262576;309;3070329
39612406;13338483;17262576;309;3070329
39612406;13338483;17262576;309;3070329
951166;492267;666909;20;35536
161715596;120368628;97899683;303;49874092
161715596;120368628;97899683;303;49874092
2407963;1609653;638410;39;27761
116659203;214176176;49470082;259;11150596
116659203;214176176;49470082;259;11150596
3274247;2576084;323936;72;743925
3274247;2576084;323936;72;743925
73561399;32316651;39881954;347;8411588
4629358;3500224;3940176;49;551661
1924656;3508037;470583;22;603283
58972406;22382523;38776063;124;1314390
2887478;1734814;941968;22;21886
2574296;838076;1026713;31;173355
58972406;22382523;38776063;124;1314390
26129498;37271038;15940791;51;780361
38838813;30267694;24137067;138;3537765
1406691;1083144;282718;34;61524
1406691;1083144;282718;34;61524
1406691;1083144;282718;34;61524
106309965;98158100;56750887;143;17246828
20412048;16459692;5142895;94;2908396
43535229;18442741;14596815;318;2415365
75718;107254;14878;8;4807
147076613;66911137;89581321;108;625379
237271543;216364659;121679999;405;29110258
3875740;1082232;1238722;74;210351
6361932;3242708;2433097;88;171758
2315890;417716;787761;25;86028
236318755;25362355;212998002;103;1248508
25735363;9162340;11951158;274;927923
18958061;0;14439313;45;941830
103386050;29933943;42097616;239;4329827
9927540;4493910;67880;127;2237532
111730873;56175594;26984314;144;4128755
93562853;47486125;39394693;156;2787730
48446477;22501196;21064241;45;185702
91810614;43636192;20428945;297;7626981
38980322;4692470;6221205;47;2201863
362228071;334159484;104050840;474;142182011
362228071;334159484;104050840;474;142182011
97201389;146492748;31169029;230;16116715
97201389;146492748;31169029;230;16116715
1033030;524504;44639;61;28900
1791053;414991;138266;97;63120
1468566;787364;73588;75;26440
819120;545541;3015;51;23200
1777340;757855;83971;93;52320
66472416;84030976;23597580;157;5943548
96167541;41240454;26629452;333;3689087
12172077;2205407;2475999;100;253628
172572277;47611375;115058527;169;9355335
46363036;32823450;21094393;208;3847872
172572277;47611375;115058527;169;9355335
24983234;7966139;18010198;105;823303
24983234;7966139;18010198;105;823303
3680755;1079096;2516220;60;463132
24983234;7966139;18010198;105;823303
85230820;23376091;55776186;159;1808768
362228071;334159484;104050840;474;142182011
263571390;377490501;106324230;313;158534251
110832;0;85752;4;17300
644640782;784782074;296571928;856;116936896
10250349;1491276;272194;37;280938
51533648;26512263;20849684;94;12274730
7482428;517569;0;27;181025
30806079;37205440;9441376;155;6105106
8683251;786864;0;35;280949
3623547;1285215;2980465;20;245706
407468848;400589155;86609299;982;11847994
15808881;93141728;5232028;520;3755083
16153676;243559853;12550414;1016;3949931
76131782;46499474;23681576;109;928619
2786161;2543411;1266901;40;251053
529764;760768;161291;17;70404
5546934;2597613;2392638;54;903262
21318405;7026096;7442687;302;1093521
357462850;163088943;271460023;545;18675760
62127940;37612933;24323952;255;2007119
596810383;288211228;178507626;1132;14385693
2702353;7459872;568760;40;138746
3830111;3597975;3095231;45;298052
135958778;33502845;97668887;445;2496866
16155665;9791307;7899002;193;441436
7590183;5581404;3893063;93;395280
527447;273397;472915;2;11139
36439342;13599376;25668660;108;4829869
357462850;163088943;271460023;545;18675760
434364;1954795;145157;13;13593
4075440;6962640;1505856;47;230411
15424770;11909457;6530088;153;2254628
647441;416279;27507;16;49397
5397956;7229976;3909850;103;1152876
48414508;27468129;17180036;267;889565
359299975;65822307;297339975;320;42329918
359299975;65822307;297339975;320;42329918
5066463;4749949;1548290;58;121840
12686810;15694523;6408057;70;1612375
6827918;5091028;3703757;39;119960
12059942;5086177;8549541;77;1349989
31628020;13172325;15678188;279;2138922
19176510;8078711;5636183;183;874829
108750028;80443346;64160059;381;11028716
4542293;4022378;2749911;37;217745
373142;45190;36015;8;6408
42467559;28988028;29104133;146;2231973
7828918;3530381;4614627;45;218965
4792583;4626760;1405321;139;195332
978337;328020;414066;17;69650
17890461;15287304;7486463;130;1340603
930889;879441;254500;41;68961
1551078;1084395;532959;29;81774
13773543;9548496;6235191;78;226023
21424882;-689252;11602850;102;872400
7279588;55746618;0;113;3795244
3483769;6531442;0;60;741149
24709167;427092027;0;463;12590205
5605572;14457759;0;110;1124634
143300751;513977978;74862073;321;26395004
439503;61687;207920;10;71996
53056284;18985960;40950416;182;3640783
34442532;9351037;19483393;62;315796
86251216;6787889;78231690;35;816277
28751830;10599673;9309627;194;2474115
267238703;312767982;146757066;1243;17738729
135121651;181064507;61069613;332;25088193
3142037;224497;2101351;52;49465
4075440;6962640;1505856;47;230411
696718;93818;143650;12;108189
434227;286418;98593;10;27334
8026279;7458916;964613;120;528277
8770703;5692621;5974271;9;606061
18012414;7932282;11110989;26;2862750
19652600;6888668;14733409;34;3677115
10609678;1162129;7004150;18;993860
437031;2151076;51766;12;68400
52846080;20360636;23543435;430;631857
205628457;154099738;112815795;332;57965136
732094;72225;410074;6;19960
7832369;1229732;3134797;50;158905
93562853;47486125;39394693;156;2787730
5182744;9766100;1989936;62;2083358
90311540;79410383;42313993;528;10666249
7857446;11436667;1630942;119;500868
535594;100279;293940;5;12571
38641003;2588875;19493837;34;614811
170228706;30931197;62098647;201;5255553
18292202;5038450;5924470;44;744832
204627453;48365913;428239283;347;10197947
2176962;0;1874438;11;87541
12451113;15651846;4560090;138;764825
132488304;36667509;113285894;248;2725649
239102345;392998794;105404611;594;38664915
1393950;87813;176549;36;82088
13081459;-872955;7104784;111;440834
1202843;103409;690667;15;27650
644640782;784782074;296571928;856;116936896
827815;414798;460967;15;32240
1026195;2105983;352002;13;16033
6671148;5446975;1391584;96;1719980
9371037;3335330;4962064;56;1032896
241498;2383453;10549;11;182862
786499;192121;429777;15;105540
464389;80315;100667;15;47923
3057832;2827480;1055157;45;578562
332245;2293697;111256;14;53880
25176299;6202459;13431832;72;207676
34442532;9351037;19483393;62;315796
46363036;32823450;21094393;208;3847872
961923;8228945;657558;11;226269
23918176;6633581;22978011;15;59307
385457714;86406086;310994827;333;14260748
503539542;124505920;312193074;1434;17332378
12686810;15694523;6408057;70;1612375
3398635;1635378;1798080;57;124000
310704;36276;62000;14;14762
712801;3121322;717541;19;30120
8322670;1674499;4901344;79;144012
315067274;36924348;222962916;200;5834493
6803313;2611883;1913813;86;137269
315067274;36924348;222962916;200;5834493
503539542;124505920;312193074;1434;17332378
2395228;93472;637988;28;29943
1092999;515853;271679;17;120179
732539;477546;98561;15;60113
21430780;8193529;9451453;93;977350
7973201;6702228;5300085;75;892938
21318405;7026096;7442687;302;1093521
11154016;2580905;5818237;53;337631
2651720;5019767;1290121;17;57353
407468848;400589155;86609299;982;11847994
704680;30938;545775;5;16585
1953935;66024;1102388;18;86820
1664233;1943258;786523;26;75297
5690791;992365;918368;57;175680
2773838;1887792;891415;27;144476
72266570;34967750;39074615;310;1669654
77429882;29644541;20519189;332;7738874
20030329;5131112;11499729;132;368603
5371111;1908210;3000307;54;120540
357462850;163088943;271460023;545;18675760
1276329;1319092;690182;30;85521
4701686;2296541;989537;63;85080
297683;352609;235507;12;29077
3714375;4181919;355395;59;167269
15321254;1658244;8390707;95;171773
3310941;3645274;1216492;40;125409
6035135;13687287;2491322;60;324953
4587784;2488883;1599500;29;51800
34154034;21330783;21569576;239;443501
11802840;6025541;12269731;146;126230
4546140;6890745;1995771;37;107690
15424770;11909457;6530088;153;2254628
2995634;2135028;266771;28;100926
1504509;562894;554092;16;15887
2996697;1844285;807859;27;126612
21318405;7026096;7442687;302;1093521
6138536;2174852;1847435;109;341431
524882;199323;200860;10;33609
993701;321576;760133;12;20820
3310941;3645274;1216492;40;125409
3421419;1627467;2459263;144;217800
11614221;3749248;2040994;182;193416
22185268;17053575;6858753;199;987132
9735896;6367683;2843945;95;1191417
3342841;2516887;1321462;24;235161
22185268;17053575;6858753;199;987132
22185268;17053575;6858753;199;987132
1226230;670185;216652;21;14350
923281;96198;302178;16;3488
4594541;2464563;1224272;84;740608
805623;119497;160585;16;79461
21228993;5492087;5929192;328;280144
1788977;1963025;641453;46;94495
692832;5126208;300475;16;58363
2832406;1134729;748606;45;153299
52444893;32122710;32700130;96;1278657
5952969;1416273;3361774;53;328380
42360673;9029189;22920225;137;2961721
1470314;2349311;244475;26;109558
1113298;788395;426360;22;31842
1720162;783311;320825;35;45580
4796553;5446176;485022;33;811002
56316372;52591896;32400839;437;10792876
78106771;54849381;28171282;421;14583991
16274689;9488349;9396146;94;1407500
90311540;79410383;42313993;528;10666249
15224353;7260254;6481402;157;1970629
335535;550255;88842;11;10382
7188574;2054655;3107733;65;742890
20173534;10003657;11159379;102;272210
5044119;6232608;2045720;69;906804
6970290;3927286;2024131;67;1689439
3211382;985990;1518530;40;112900
2946832;274044;1544049;16;135440
457672;1254492;98875;10;55070
78106771;54849381;28171282;421;14583991
1290264;125999;631437;10;116200
1668064;215267;614294;30;750773
2420689;1895976;3757246;38;761469
9396287;3034338;3406851;99;232380
1547031;1421517;739444;31;291755
4759658;5332671;1767243;58;259049
20592987;16582912;8433818;142;1282868
2067923;118618;746546;30;130200
456866;526599;133071;8;40708
1058371;625577;717655;9;55325
26771895;5535566;22821834;115;324612
8081734;6949404;3381489;55;403616
1993330;266511;1090525;16;17021
153410430;76575693;40179528;373;1766770
173902239;26692648;58859612;263;1161085
40293372;4161252;20830892;10;273000
157458320;31416032;57469183;310;5310390
5417027;2681992;2349057;66;75995
596810383;288211228;178507626;1132;14385693
198647;110191;47905;9;6067
11329776;19650060;3740044;73;1577485
407468848;400589155;86609299;982;11847994
723200;231855;221454;6;7027
6577993;2615154;803976;50;289454
1291718;1495413;145203;11;4883
2977896;1885725;272597;33;839871
17495488;20180440;6764168;85;832935
85230820;23376091;55776186;159;1808768
7599883;22985191;3663895;68;823298
3088553;228130;1048118;68;78730
1843303;1064895;517386;38;121111
1144944;384672;431321;16;59070
27715784;4469825;9130062;140;1586194
1122731;99719;182100;11;14478
44364833;47340099;26328887;174;1424380
4387920;5515600;2656950;22;110320
21136792;6641803;8197143;250;854468
16823813;4481229;5275178;91;1107015
11818649;7699321;3413180;159;482409
1629421;1352629;319643;20;83545
30806079;37205440;9441376;155;6105106
6008333;838165;3523660;44;53542
6501635;5552704;3670248;71;605660
16086137;7850177;10791536;134;1672303
3006348;616469;1222627;31;82190
93562853;47486125;39394693;156;2787730
362228071;334159484;104050840;474;142182011
60591817;25248480;38437658;98;1435610
6479514;1698529;3565395;70;271366
1876869;705515;1249096;38;42055
5952969;1416273;3361774;53;328380
1698758;481497;782829;26;45832
26207589;10834733;12131268;392;789721
8180902;1167634;2769865;78;160962
26207589;10834733;12131268;392;789721
26207589;10834733;12131268;392;789721
1310640;8960;169616;22;22421
2073261;749114;975346;46;59930
14580297;810981;1163962;113;97158
3866876;3585468;1885810;61;123428
5911204;1519598;711095;123;162474
1403300;0;545190;39;35800
9841531;5201047;4506019;134;135780
31981937;12196078;11695608;590;457061
952127;133144;265191;8;7944
2472398;1575607;904437;70;56800
4407925;1086844;1114684;80;27087
541042;1004580;172862;19;37845
2914812;650354;596786;45;39104
1148263;113028;463865;13;37496
1027028;58415;686675;5;37848
4286080;2181164;1098515;94;72859
709824;164094;250879;8;27652
4211834;2410115;307852;220;170402
1201082;193695;1041420;13;25600
827271;1528968;520147;42;55543
70346992;72834290;30897328;122;13168813
2721556;2515460;839938;36;129143
23416297;4455391;17807069;284;273451
14524551;17403501;3953391;66;546903
24009408;7632618;9967983;75;255890
8800708;1811185;3707444;69;221941
14552054;19040684;3157098;93;819884
807278;8989573;422690;22;35608
647219;148145;222999;9;12998
2932724;2272049;205192;31;881652
1510511;3837940;662949;59;47183
34442532;9351037;19483393;62;315796
1999783;6060076;754317;37;433674
10161851;1904841;3918449;120;151064
6629388;5699156;1781572;109;62735
2427806;621102;1285258;19;36720
20777330;5035328;10524355;79;295625
43447481;3620860;17299967;259;268645
5267159;6798661;797850;12;97345
892899;685860;500272;17;11953
63566444;0;21253447;334;4257664
172401858;138969033;77872333;447;4870752
1577714;0;734897;114;84659
165160840;132175201;57146213;516;6111649
267238703;312767982;146757066;1243;17738729
644640782;784782074;296571928;856;116936896
149843891;149624866;64158223;61;28122700
423571278;422118369;173767954;649;71469568
409137019;399281010;205449849;645;11614600
42447434;149587160;15977472;192;6429961
15882515;6610792;6663288;232;486878
33251816;18191403;9171943;109;1275118
2402604;1403652;870254;28;52723
2222089;598521;727941;36;80430
489726;235479;85632;12;25435
5380443;1009965;1037231;18;77647
2700639;668539;1751623;33;67720
14283657;4552563;7792134;125;298525
8819038;3505748;3195293;86;290320
1060000;35562;344498;17;59000
704456;117803;301122;11;41810
31741582;6425895;14502176;148;610551
61997581;17963487;46546148;100;2517317
32199567;11223791;22875159;160;1541848
31741582;6425895;14502176;148;610551
4458909;6191268;2654552;38;260863
11668950;2159257;8121311;68;434577
49146363;32964197;24721060;273;1906624
46510057;52490619;26395759;244;1946408
932836;1010226;212965;16;57442
913448;131218;721361;12;57510
728106;476465;315093;17;34037
239368;194267;24704;12;13878
1656226;2221128;0;33;197942
1399436;2015517;816987;15;11419
1131179;486854;852595;13;29888
6320757;506358;3420428;105;633175
35078276;7481078;26825736;93;464435
1469462;351679;498714;13;111387
1469462;351679;498714;13;111387
9598551;2664597;6022415;31;493102
579462;793175;204558;10;7855
17308468;36961588;2201876;161;2641116
480062027;691953418;188050523;673;92094845
480062027;691953418;188050523;673;92094845
21112566;17108108;3729669;145;747842
1020821;541339;327267;12;30003
14196249;24691441;7631166;230;1167857
122732;441253;50365;5;3184
55723673;23260060;16201849;78;540298
2685741;4007467;1562813;25;54745
579934;1469415;182756;11;12072
84765210;101403587;56697895;383;5196458
49045312;6487952;45687921;50;397715
1876586;1576357;180472;16;178911
301517;20157710;0;27;26740
917978;0;0;28;38449
1220649;552457;1019594;7;36437
10744306;1447394;8944612;9;163558
7749165;107286;7267814;8;119852
239613101;12092055;264616281;156;5653017
28489190;8986839;7449007;135;5308307
452918018;39826715;270404913;537;13528136
1378635;10637;1284589;13;47303
7725415;5840267;2357871;81;188144
4109866;5609185;49236;63;933348
19131304;15467965;7735004;69;384488
15141181;14944965;6133452;104;2079763
72434353;18605499;51653711;88;1849234
23423090;19811075;7267981;217;250413
1928520;1282031;250921;43;356070
18712531;7041817;8633602;129;1742774
15501927;14924598;10918793;48;687837
17584595;5446462;14044455;48;816674
113584456;39428130;86278561;105;4439126
65803875;64574225;27796204;326;7144537
74714686;13356855;30806315;165;1916720
13483430;8359510;6592163;70;1086504
1888320;3278784;979424;26;123235
8124794;5092147;13761568;34;316007
5928319189;2838086136;5155749980;627;246166480
346191;409031;18360;11;14654
1266136;266021;965202;16;86827
11077031;894720;8844734;21;405037
436000;67154;252393;9;16067
1353259;644075;719326;14;28512
72434353;18605499;51653711;88;1849234
72434353;18605499;51653711;88;1849234
722067;92101;149235;11;12472
5570472;1628690;1097266;13;84317
19284096;6521452;6934039;174;936840
359991;668491;79092;13;22786
308918;10664343;237074;7;49400
2580641;2008583;798802;38;101204
7725415;5840267;2357871;81;188144
5190795;2375787;3161184;62;300080
407500;158307;152786;8;5398
32211421;9175448;28347362;221;454123
445000;310772;77885;5;4883
681656;33850;339462;10;2040
746981;251997;347958;9;25123
4109866;5609185;49236;63;933348
22136897;12912911;13597229;51;2213138
220276;209488;152249;6;93556
5681152;1488268;1824143;53;511774
508278;3078327;336285;13;84533
22136897;12912911;13597229;51;2213138
445160;3012789;172452;14;240534
4637282;1526022;1188042;46;165322
