PRODBR2;CAPITAL K;VALORCOM MP;PERTOTAL L;EELEC E
376208606;318748574;111818896;197;12405691
4343125;2090195;1981852;37;297528
4655655;2620613;1992054;44;764500
12188134;3255962;6749836;125;472617
27491088;5711599;16906730;145;435371
54070343;47020113;24413993;249;1778381
809388204;332550233;324003812;1000;13083128
5127150;7689057;1054699;57;216197
1655880;3510901;1030386;43;207209
171530780;33419800;133432401;413;2650942
23885072;9488097;16991810;215;483203
23885072;9488097;16991810;215;483203
1442451;286780;1353140;7;16777
41412300;17878632;26057244;105;4054363
259948969;88644243;192469271;267;8251056
19249747;10261040;8258523;173;2270462
319128;356829;44965;10;27360
2827418;7399337;1641647;36;356902
37945625;24437175;12613096;185;692941
19874936;29616494;3729548;110;946080
439908315;38230339;392734527;294;5122121
170606872;99945796;95613031;287;61198803
10130108;2586898;5250624;74;150804
16560910;18933511;7021677;66;1621795
5785141;7025114;4885517;40;111000
11118569;5075760;8902826;73;862905
22028523;25019232;5927918;166;1664113
17173628;10931641;7042120;196;857691
122945171;69602203;70808501;373;9414935
77220592;51148910;39488595;192;7463685
43313311;29069332;24380670;112;1467292
8917629;2687797;6094294;43;248098
7104876;14721684;1919508;146;201296
1235802;379231;663735;17;74320
41223148;23068905;18962589;182;2583775
9879361;5802464;4168773;53;308550
16523879;6923379;9627879;105;623480
8093502;60970772;0;113;3589335
4259033;6796392;0;62;760815
32231570;175158876;0;526;12621565
8160821;16475304;0;130;1334421
145813399;516644004;83674445;269;27280919
48453133;21758713;32877105;142;3261905
48467832;9918595;25404901;58;375858
104191678;6430972;98878471;35;784564
24061510;9189710;10895123;63;533783
177363498;207229894;73915536;316;30986274
3501882;239050;2456149;47;41389
1932125;3974712;645055;22;141578
386787;103056;94900;3;77500
407974;303549;58881;8;24282
9395780;7027916;1591243;118;581147
34355081;14212972;25960912;25;4566591
3578548;5161546;2301520;8;208176
20441657;7053256;15106556;21;3056790
28855103;17996026;22548290;32;4717502
11322762;1343933;7648124;19;1164880
528233;2170020;57728;17;85300
79100184;25449990;40741975;396;554101
215844633;179843275;105029689;305;64579020
651102;80472;325935;6;15764
2532705;1222834;1442672;27;112031
85390054;104090992;44993611;154;1842251
4397728;9445483;1165160;56;2896878
52524132;14288439;23337574;264;1769210
7286094;6876620;1766473;96;365655
309099;96750;186386;3;8273
46096801;3289100;63823529;40;647676
303365582;101892480;95554860;258;7427951
73459008;37077041;46099157;96;2900848
351594935;113722408;359397996;515;12253000
2399208;0;2015208;11;87522
10068414;15250697;4320911;49;469656
80453169;41230466;67598091;70;3182762
97586706;15557705;51718474;251;2463985
277133671;634547996;112216932;588;42150864
824381;87813;332901;36;63480
3942795;3124102;3904004;56;431860
1850052;117994;991850;18;37806
716197092;849561083;332364355;888;130243845
572752;1003147;775667;18;18760
10440290;2718076;6866441;25;92203
11702760;126640603;2064013;82;2161455
6634572;2204393;4044580;43;763876
316582;271212;174477;11;64582
570464;140750;131886;17;52354
3050353;2466352;932874;30;441086
1832711;2152745;1293521;12;93795
31310052;11150611;14932819;66;258175
48467832;9918595;25404901;58;375858
2119797;1903449;970735;35;97476
32332900;10103367;31576655;14;261679
332379671;40241363;444909899;200;5352262
580003858;263797927;356540550;1267;20179785
16560910;18933511;7021677;66;1621795
3387512;1786381;926286;56;110400
213159;36276;16250;13;11151
56027307;40877053;19674381;46;231067
382456065;70628731;279906573;250;6135073
7247831;2696532;2482788;92;203187
382456065;70628731;279906573;250;6135073
580003858;263797927;356540550;1267;20179785
27491088;5711599;16906730;145;435371
1064400;249646;190583;16;71399
382499;58449;97340;9;25011
61821351;18767576;40403849;328;1077944
4166513;2479560;3693083;100;429728
24068993;16440273;12893126;461;2082027
12504211;2359396;7557857;35;224552
1869659;1907998;669031;19;32472
549761020;386554008;141294256;1215;12702961
503953;34031;71246;3;17200
1788615;234917;897615;17;61828
2702265;1975679;1703419;27;121958
2349656;1013214;475597;35;94148
2349656;1013214;475597;35;94148
96084072;44950413;26495329;238;2513996
56995761;32604720;16801258;305;5832007
27491088;5711599;16906730;145;435371
10130108;2586898;5250624;74;150804
163881122;103608890;86430972;330;12875098
1436349;1465344;36435;33;124121
5409396;3617973;974430;54;69060
1629931;6727235;30004;21;80092
10130108;2586898;5250624;74;150804
4285131;4256743;1962598;47;155583
5275736;15589585;2583246;45;64986
4983294;1761063;1591156;33;60028
26303755;18027613;14879715;167;171488
7378019;7343259;5490017;125;97883
3744604;6934570;1721655;37;117194
19249747;10261040;8258523;173;2270462
7479306;2135521;455488;26;126325
5037519;2707289;985775;41;155599
8669772;2424730;1285521;73;286770
19249747;10261040;8258523;173;2270462
272838;200383;74955;9;18526
181736;27488;162605;5;126
4285131;4256743;1962598;47;155583
6635413;3533000;3647704;165;361440
25322738;14451843;15586707;177;367697
11701097;21745649;4138803;177;320932
27202167;16393446;6233610;145;1236923
3285335;2394394;1414187;24;151987
27202167;16393446;6233610;145;1236923
27202167;16393446;6233610;145;1236923
1121070;492741;220533;20;12246
4794014;2920334;1639288;125;794706
12893555;2214597;4005517;233;422195
1633811;1956090;528590;49;63750
5069855;4658202;2769450;35;39447
3061331;2534021;678392;47;63920
20808714;2197252;16770827;51;443020
439908315;38230339;392734527;294;5122121
1139736;1086280;161875;16;187286
740061;1693135;472947;11;4847
6666509;7193028;1936464;34;926731
85856530;50708782;34079982;358;14975560
96232309;57485680;33113624;405;17901199
15821402;15510273;9011011;89;1816521
118156075;86371724;47648292;645;8208474
5070000;4908739;2685747;54;840551
37422;520377;14879;4;2850
5650750;1272991;4252621;49;621899
25322738;14451843;15586707;177;367697
6646657;4543058;2564277;72;1318952
7301138;3303402;2379192;73;1493445
2207377;985990;1181060;43;87900
2740829;282547;1320711;16;112360
450723;1341311;49525;9;48387
96232309;57485680;33113624;405;17901199
1162816;128233;646920;9;87153
1872766;1132969;546237;36;889755
4591823;2057412;1867375;40;696784
16235402;5862077;5632865;185;665109
1210334;2339037;539354;22;202128
4805532;5374858;1927732;70;249087
163881122;103608890;86430972;330;12875098
2123000;118618;724000;30;133020
413875;97343;23082;10;26382
944796;664737;634338;10;34600
94926796;24096931;61412246;145;1023641
2659074;8108980;1870328;41;245279
2025470;256753;2263421;16;16820
78926741;79034972;35559778;287;1259318
169502346;27032980;58217029;278;1161465
27901151;4909932;11242996;10;197404
183285237;44745522;69438873;370;5671092
3151742;3142807;2079358;57;59932
809388204;332550233;324003812;1000;13083128
6383632;15393656;1885998;87;0
549761020;386554008;141294256;1215;12702961
1131409;256095;341584;10;9536
9787067;3816890;3011920;35;359558
1369550;1492073;653230;11;4887
2787232;2285385;315027;38;780253
8846595;10181665;2188491;26;650638
34153012;14996637;16709636;176;2391997
8508186;28720805;3420116;65;1023001
926014;0;297041;58;22809
1311731;1991842;442795;34;59901
25109931;4934247;9235939;147;1655429
1275875;261485;176384;11;15670
50366803;23811821;29975496;181;1330519
5418824;991655;3283989;25;118500
24718075;12768838;12206019;226;437147
12687945;5104050;5343119;84;703566
5306819;4612669;2206782;65;190000
1182114;858999;586460;16;61862
40902742;41000289;9670512;173;7514997
3828140;1706306;2491847;70;53831
9295299;5294266;3814233;63;875768
27134430;7894262;15124386;172;2165087
2146727;713595;999161;20;67947
116871685;57552744;69762995;168;4036894
390029948;322297330;171219469;479;139996657
84838561;42287408;56672154;96;1897124
7840031;3597430;4608783;70;206096
1832297;421983;549692;43;45720
6011134;4507902;2919143;52;225159
1240295;538411;440915;18;39810
13239997;7853453;4652915;180;303097
13239997;7853453;4652915;180;303097
2454724;1692691;484606;57;36443
13239997;7853453;4652915;180;303097
504222;622573;217651;20;36452
5190221;926511;926280;94;110120
2524189;2550995;1044152;50;89181
1581548;1519598;296366;120;75445
6381475;0;3074879;123;76387
19338531;8891153;9621247;650;384091
1474919;1552339;486002;43;28980
2225494;1249330;807001;58;48183
237789;413932;98058;22;27316
2673517;1155076;587609;39;40756
325041;69280;170159;14;19201
840925;59165;609209;7;30384
4489019;2550859;1252457;79;70920
717251;170291;334021;14;25802
4438668;2470017;346424;127;109963
1095001;-121625;850114;12;21711
1390109;701236;408422;49;49710
985851;2529009;0;24;358508
14200944;2455892;7049361;62;89723
30156053;6800343;13849899;257;349952
13793287;14307161;5159047;80;332990
26771158;6523080;9427131;62;159700
8496120;2303908;2945772;63;11820
25166938;18869784;5675147;114;796278
973476;6048933;909656;16;49870
647661;148145;193165;8;11519
210269705;290527030;66388624;294;10637648
48467832;9918595;25404901;58;375858
2311444;5975762;816638;37;511125
7741741;3156993;3283827;101;130003
6104887;5809766;1609670;108;55583
1494043;795074;1233910;17;23160
31156055;6883656;20448762;87;283747
59445599;5805904;29123485;298;339377
6492011;11331373;955103;8;123196
191872;685860;105000;13;2500
82064568;0;28704261;351;5294442
175682316;137969514;67060940;396;4676516
169374151;106820280;56291081;510;6449162
735232492;386201201;349264176;1477;16227668
716197092;849561083;332364355;888;130243845
48157833;178225038;37926414;63;29074623
384557788;429534572;155663412;611;56371247
526775322;402026312;239386485;619;132249921
42938719;217664883;16925120;208;7886676
18573352;8002268;8396407;248;516391
37490694;16720997;9811540;106;1152822
2473804;1151175;943410;22;24631
1396379;1058168;645501;33;28121
364712;275828;60754;12;17532
4182120;780019;2029539;36;77940
16326562;6568261;9207103;124;239698
8466430;3297247;3367743;83;290900
794141;141153;338985;11;43915
69962002;15130660;29947974;254;1030339
112659581;34767894;64214061;154;3553099
30257908;12310622;23871946;112;1608002
69962002;15130660;29947974;254;1030339
4142009;8141988;2917460;35;250853
14574880;1632569;9106637;78;657410
42781281;24590672;20544015;232;1951010
33839129;45504347;19496239;179;2448120
369731;956693;73170;9;40624
611718;138865;401782;10;56734
89334;145176;6779;13;10586
1016543;3476823;0;34;170400
1142043;2011950;417859;17;9885
864821;542520;562158;14;25147
4600373;853030;3551710;116;369602
49318819;11806826;40569511;99;585093
1327544;505687;546991;12;27835
18471884;3386952;12181603;37;801842
15363887;24941800;1278385;176;3225323
438162257;898091184;169082550;697;87803266
438162257;898091184;169082550;697;87803266
15433085;34101747;4453354;143;737289
18554187;12065482;8565215;131;1671890
14914696;30431892;6377315;226;1083276
43722222;11000360;9181560;128;140132
2680012;3893226;1813070;28;42554
643504;-301841;162537;10;11144
110590107;53726662;59708783;462;6706403
98784346;9288434;85039983;52;564183
2212854;522284;1805799;7;39277
6652442;8988;3657420;8;62033
6613923;0;4044923;8;69177
306290933;19868074;376835486;157;5997951
30695607;7098542;7205990;96;1735352
511644142;44778884;247841294;616;14047390
1198875;235747;1135530;14;44514
9547974;12739594;4506928;97;251923
3746109;4275648;425621;48;726849
11691485;2985886;6694177;77;511283
16557893;14350379;9291824;81;283995
24137786;17321582;11076111;127;2658305
31261532;18110299;8615380;236;257127
2310037;1272234;105851;37;379995
19890019;10517376;8963113;129;1089564
25372359;27641118;20807887;23;1144160
74845721;21353085;47030875;126;3864827
103112190;88299976;80174835;154;6382377
81800932;46709291;36596763;325;7227535
104414755;14801433;53755968;145;1451703
5322437;3541077;2134851;55;470005
1979419;3565807;389921;33;112960
9796899;17681616;6537439;37;392349
4164053778;3460929031;4570392647;532;216038314
54940;381831;2089;12;7150
122563;254621;83193;15;4020
15014691;1782220;9594652;21;514331
213041496;170786807;68263202;209;6912317
461383;95492;109065;9;8972
932048;459612;233439;8;8197
19273290;5093901;16386068;163;1427659
418473;604488;99923;8;31844
3049843;1856955;958229;31;97589
9547974;12739594;4506928;97;251923
3839732;3143944;2215581;54;208269
511999;162412;193154;16;8560
29789351;16028623;19369914;187;381103
38488;310772;11006;4;816
516518;33850;442887;10;1600
1398997;320879;687336;13;23321
3746109;4275648;425621;48;726849
20446360;15445730;12102670;57;1982320
7228687;3864040;1900886;66;509131
664166;3020230;373894;12;84755
20446360;15445730;12102670;57;1982320
880617;3012789;324699;19;168840
4664189;2183600;1738077;34;136429
17671559;9334131;11176525;50;157398
17833680;12685214;9503263;77;1449029
5678554;1459415;1461180;41;42295
24137786;17321582;11076111;127;2658305
941979;2714919;343721;19;29933
645823;921287;363466;14;40350
1636378;7544473;703913;25;98500
187219;4131039;146513;2;333
341134;226356;91765;7;1948
12949232;6333811;6118303;81;145957
2550170;626514;1253140;38;62896
974184;926168;301348;11;26814
273390;2205466;135417;13;17098
2328369;1426476;1688806;30;65584
453876;1774596;72615;12;9172
453876;1774596;72615;12;9172
445549;246799;181735;18;9723
5247698;3455498;1897142;99;92300
9791944;3440252;2629711;70;108434
1995937;253594;448899;64;64400
105321;11523643;0;16;21231
455731;953268;183617;8;13478
3353442;1608714;1477678;83;41567
591889;95354;246140;13;8480
4910717;5336811;1510964;126;66503
1159099;4901911;529246;44;46370
91911723;117353115;24800676;200;4164100
12853243;36118264;2125094;105;959229
234627537;198003385;19600551;149;4783707
11456089;24243835;1808529;101;317977
1414852;692393;790963;15;33421
9385873;168743;8979605;14;51221
41897063;8279053;40783770;11;289213
58805094;77803249;49754508;36;192109
19938699;14457512;12309002;64;383603
3251561;1497042;657604;65;171392
2102240;232369;965858;31;48374
17833680;12685214;9503263;77;1449029
706307;220938;286015;11;20683
1713659;964528;897007;20;29803
8783137;2972337;5137015;41;233343
260147;104048;85893;9;9972
599878;158570;327946;14;33026
334460;341093;83541;5;18701
1067990;3679265;153940;12;31620
8783137;2972337;5137015;41;233343
2631861;680478;1034832;35;67058
15164505;2789951;12721133;36;1337224
12816281;1017340;11893194;17;1165290
2212854;522284;1805799;7;39277
19938699;14457512;12309002;64;383603
1577998;295790;1003808;14;20917
52431535;15098454;40095101;100;2703812
74845721;21353085;47030875;126;3864827
3168244;112529;3741283;8;111210
32522206;732171;27907317;24;102572
7011945;475824;6212855;9;160721
16440629;818019;15098765;12;201892
